heure,pseudo,contexte,composant,evenement
2024-11-12 08:03:27,42,Fichier: Instructions conditionnelles,Fichier,Module de cours consulté
2024-11-12 08:17:18,42,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 08:17:35,42,Test: Quiz Leçon 2,Test,Module de cours consulté
2024-11-12 08:17:38,42,Test: Quiz Leçon 2,Test,Tentative de test consultée
2024-11-12 08:17:38,42,Test: Quiz Leçon 2,Test,Tentative de test commencée
2024-11-12 08:23:09,42,Test: Quiz Leçon 2,Test,Tentative de test enregistrée automatiquement
2024-11-12 08:25:28,42,Test: Quiz Leçon 2,Test,Tentative de test modifiée
2024-11-12 08:25:29,42,Test: Quiz Leçon 2,Test,Résumé de tentative de test consulté
2024-11-12 08:25:33,42,Test: Quiz Leçon 2,Test,Tentative de test envoyée
2024-11-12 08:25:33,42,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Utilisateur évalué
2024-11-12 08:25:34,42,Test: Quiz Leçon 2,Test,Tentative de test relue
2024-11-12 08:31:03,42,Test: Quiz Leçon 2,Test,Module de cours consulté
2024-11-12 08:31:08,42,Test: Quiz Leçon 2,Test,Tentative de test commencée
2024-11-12 08:31:08,42,Test: Quiz Leçon 2,Test,Tentative de test consultée
2024-11-12 08:32:24,42,Test: Quiz Leçon 2,Test,Tentative de test modifiée
2024-11-12 08:32:25,42,Test: Quiz Leçon 2,Test,Résumé de tentative de test consulté
2024-11-12 08:32:29,42,Test: Quiz Leçon 2,Test,Tentative de test envoyée
2024-11-12 08:32:29,42,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Utilisateur évalué
2024-11-12 08:32:30,42,Test: Quiz Leçon 2,Test,Tentative de test relue
2024-11-12 08:33:10,42,Test: Quiz Leçon 2,Test,Module de cours consulté
2024-11-12 08:33:13,42,Fichier: Fiche d'exercices bonus,Fichier,Module de cours consulté
2024-11-12 08:33:15,42,Fichier: Corrigé des exercices,Fichier,Module de cours consulté
2024-11-12 08:33:16,42,Fichier: Fiche d'exercices,Fichier,Module de cours consulté
2024-11-12 08:34:19,42,Fichier: Corrigé des exercices,Fichier,Module de cours consulté
2024-11-12 08:34:21,42,Fichier: Fiche d'exercices bonus,Fichier,Module de cours consulté
2024-11-12 08:34:23,42,Test: Quiz Leçon 2,Test,Module de cours consulté
2024-11-12 08:34:26,42,Fichier: Instructions itératives,Fichier,Module de cours consulté
2024-11-12 08:34:55,42,Test: Quiz Leçon 2,Test,Module de cours consulté
2024-11-12 08:34:59,42,Fichier: Fiche d'exercices bonus,Fichier,Module de cours consulté
2024-11-12 08:35:02,42,Fichier: Corrigé des exercices,Fichier,Module de cours consulté
2024-11-12 08:35:06,42,Fichier: Fiche d'exercices,Fichier,Module de cours consulté
2024-11-12 08:35:27,42,Fichier: Corrigé des exercices,Fichier,Module de cours consulté
2024-11-12 08:42:08,42,Fichier: Fiche d'exercices bonus,Fichier,Module de cours consulté
2024-11-12 08:42:09,42,Test: Quiz Leçon 2,Test,Module de cours consulté
2024-11-12 08:42:12,42,Fichier: Instructions itératives,Fichier,Module de cours consulté
2024-11-12 08:42:40,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-12 08:42:47,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 08:43:16,433,Forum: Forum d'échange sur la programmation,Forum,Module de cours consulté
2024-11-12 08:43:20,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 08:43:27,433,Forum: Forum d'échange sur la programmation,Forum,Module de cours consulté
2024-11-12 08:43:32,433,Forum: Forum d'échange sur la programmation,Forum,Discussion consultée
2024-11-12 08:43:44,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 08:43:46,433,Fichier: Présentation du cours,Fichier,Module de cours consulté
2024-11-12 08:59:42,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-12 08:59:46,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 08:59:58,433,Fichier: Logiciels à installer sur votre ordinateur,Fichier,Module de cours consulté
2024-11-12 09:00:02,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 09:00:07,433,Fichier: Fichier pour tester votre installation : expl0.c,Fichier,Module de cours consulté
2024-11-12 09:00:15,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 09:00:18,433,Fichier: Logiciels à installer sur votre ordinateur,Fichier,Module de cours consulté
2024-11-12 09:00:40,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 09:04:58,239,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 09:05:01,239,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Liste d’utilisateurs consultée
2024-11-12 09:06:22,239,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 09:06:43,239,Test: Quiz Leçon 1,Test,Module de cours consulté
2024-11-12 09:06:49,239,Test: Quiz Leçon 1,Test,Tentative de test commencée
2024-11-12 09:06:49,239,Test: Quiz Leçon 1,Test,Tentative de test consultée
2024-11-12 09:08:49,433,Fichier: Logiciels à installer sur votre ordinateur,Fichier,Module de cours consulté
2024-11-12 09:11:04,239,Test: Quiz Leçon 1,Test,Tentative de test modifiée
2024-11-12 09:11:05,239,Test: Quiz Leçon 1,Test,Résumé de tentative de test consulté
2024-11-12 09:11:09,239,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Utilisateur évalué
2024-11-12 09:11:09,239,Test: Quiz Leçon 1,Test,Tentative de test envoyée
2024-11-12 09:11:09,239,Test: Quiz Leçon 1,Test,Tentative de test relue
2024-11-12 09:12:30,239,Fichier: Instructions conditionnelles,Fichier,Module de cours consulté
2024-11-12 09:12:34,239,Fichier: Fichier C : calcul racine carrée (sans contrôle),Fichier,Module de cours consulté
2024-11-12 09:12:36,239,Fichier: Fichier C : calcul racine carrée (avec contrôle),Fichier,Module de cours consulté
2024-11-12 09:12:38,239,Fichier: Fichier C (exercice 1) : maximum de deux nombres,Fichier,Module de cours consulté
2024-11-12 09:12:41,239,Fichier: Fichier C (exercice 2) : signe du produit de deux nombres,Fichier,Module de cours consulté
2024-11-12 09:12:43,477,Fichier: Fiche de cours sur les sous-algorithmes,Fichier,Module de cours consulté
2024-11-12 09:12:43,239,Fichier: Fichier C (exercice 3) : durée limite d'écran (version avec if),Fichier,Module de cours consulté
2024-11-12 09:12:45,239,Fichier: Fichier C (exercice 3) : durée limite d'écran (version avec switch),Fichier,Module de cours consulté
2024-11-12 09:12:58,239,Fichier: Corrigé des exercices,Fichier,Module de cours consulté
2024-11-12 09:14:18,239,Fichier: Fiche d'exercices bonus,Fichier,Module de cours consulté
2024-11-12 09:14:36,239,Test: Quiz Leçon 2,Test,Module de cours consulté
2024-11-12 09:14:39,239,Test: Quiz Leçon 2,Test,Tentative de test commencée
2024-11-12 09:14:40,239,Test: Quiz Leçon 2,Test,Tentative de test consultée
2024-11-12 09:16:28,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 09:16:34,433,Fichier: Structure d'un programme,Fichier,Module de cours consulté
2024-11-12 09:18:00,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 09:18:10,433,Fichier: Fichier expl1-1.c (avec des erreurs dans le code),Fichier,Module de cours consulté
2024-11-12 09:19:56,239,Test: Quiz Leçon 2,Test,Tentative de test enregistrée automatiquement
2024-11-12 09:20:00,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 09:20:21,433,Fichier: Fiche d'exercices,Fichier,Module de cours consulté
2024-11-12 09:20:50,239,Test: Quiz Leçon 2,Test,Tentative de test modifiée
2024-11-12 09:20:51,239,Test: Quiz Leçon 2,Test,Résumé de tentative de test consulté
2024-11-12 09:20:55,239,Test: Quiz Leçon 2,Test,Tentative de test envoyée
2024-11-12 09:20:55,239,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Utilisateur évalué
2024-11-12 09:20:56,239,Test: Quiz Leçon 2,Test,Tentative de test relue
2024-11-12 09:22:09,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 09:22:18,433,Fichier: Logiciels à installer sur votre ordinateur,Fichier,Module de cours consulté
2024-11-12 09:22:24,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 09:22:27,433,Fichier: Présentation du cours,Fichier,Module de cours consulté
2024-11-12 09:22:31,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 09:22:44,433,Fichier: Logiciels à installer sur votre ordinateur,Fichier,Module de cours consulté
2024-11-12 09:23:04,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 09:23:27,433,Fichier: Fichier pour tester votre installation : expl0.c,Fichier,Module de cours consulté
2024-11-12 09:23:30,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 09:23:43,433,Fichier: Logiciels à installer sur votre ordinateur,Fichier,Module de cours consulté
2024-11-12 09:23:48,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 09:24:01,433,Fichier: Présentation du cours,Fichier,Module de cours consulté
2024-11-12 09:24:04,239,Fichier: Fichier C : calcul racine carrée (sans contrôle),Fichier,Module de cours consulté
2024-11-12 09:44:16,239,Test: Quiz Leçon 3,Test,Module de cours consulté
2024-11-12 09:44:18,239,Test: Quiz Leçon 3,Test,Tentative de test commencée
2024-11-12 09:44:18,239,Test: Quiz Leçon 3,Test,Tentative de test consultée
2024-11-12 09:48:46,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 09:48:49,433,Test: Quiz Leçon 1,Test,Module de cours consulté
2024-11-12 09:48:51,433,Test: Quiz Leçon 1,Test,Tentative de test commencée
2024-11-12 09:48:52,433,Test: Quiz Leçon 1,Test,Tentative de test consultée
2024-11-12 09:50:38,239,Test: Quiz Leçon 3,Test,Tentative de test enregistrée automatiquement
2024-11-12 09:52:21,239,Test: Quiz Leçon 3,Test,Tentative de test modifiée
2024-11-12 09:52:22,239,Test: Quiz Leçon 3,Test,Résumé de tentative de test consulté
2024-11-12 09:52:25,239,Test: Quiz Leçon 3,Test,Tentative de test envoyée
2024-11-12 09:52:25,239,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Utilisateur évalué
2024-11-12 09:52:26,239,Test: Quiz Leçon 3,Test,Tentative de test relue
2024-11-12 09:57:50,433,Test: Quiz Leçon 1,Test,Tentative de test enregistrée automatiquement
2024-11-12 10:04:09,433,Test: Quiz Leçon 1,Test,Tentative de test enregistrée automatiquement
2024-11-12 10:13:23,433,Test: Quiz Leçon 1,Test,Résumé de tentative de test consulté
2024-11-12 10:13:23,433,Test: Quiz Leçon 1,Test,Tentative de test modifiée
2024-11-12 10:13:28,433,Test: Quiz Leçon 1,Test,Tentative de test envoyée
2024-11-12 10:13:28,433,Test: Quiz Leçon 1,Test,Tentative de test relue
2024-11-12 10:13:28,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Utilisateur évalué
2024-11-12 10:16:58,829,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 10:23:31,433,Fichier: Fiche d'exercices,Fichier,Module de cours consulté
2024-11-12 10:28:59,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 10:29:13,433,Test: Quiz Leçon 2,Test,Module de cours consulté
2024-11-12 10:29:18,433,Test: Quiz Leçon 2,Test,Tentative de test commencée
2024-11-12 10:29:18,433,Test: Quiz Leçon 2,Test,Tentative de test consultée
2024-11-12 10:41:58,433,Test: Quiz Leçon 2,Test,Tentative de test enregistrée automatiquement
2024-11-12 10:47:50,433,Test: Quiz Leçon 2,Test,Tentative de test enregistrée automatiquement
2024-11-12 10:54:54,433,Test: Quiz Leçon 2,Test,Tentative de test enregistrée automatiquement
2024-11-12 10:56:59,433,Test: Quiz Leçon 2,Test,Tentative de test modifiée
2024-11-12 10:57:00,433,Test: Quiz Leçon 2,Test,Résumé de tentative de test consulté
2024-11-12 10:57:04,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Utilisateur évalué
2024-11-12 10:57:04,433,Test: Quiz Leçon 2,Test,Tentative de test envoyée
2024-11-12 10:57:04,433,Test: Quiz Leçon 2,Test,Tentative de test relue
2024-11-12 13:03:21,296,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-12 13:53:38,323,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 13:53:45,323,Fichier: Fonctions,Fichier,Module de cours consulté
2024-11-12 14:08:14,170,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-12 14:10:41,662,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 14:51:06,359,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-12 14:51:21,359,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-11-12 14:51:25,359,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test commencée
2024-11-12 14:51:25,359,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test consultée
2024-11-12 15:56:24,323,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 15:56:35,323,Fichier: Notions supplémentaires,Fichier,Module de cours consulté
2024-11-12 15:59:47,359,Fichier: Fiche de cours sur les notions de base pour écrire un algorithme,Fichier,Module de cours consulté
2024-11-12 16:12:48,406,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-12 16:13:29,406,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 16:13:45,406,Fichier: Présentation du cours,Fichier,Module de cours consulté
2024-11-12 16:14:44,406,Fichier: Logiciels à installer sur votre ordinateur,Fichier,Module de cours consulté
2024-11-12 16:15:34,406,Feedback: Feedback sur votre environnement de travail,Feedback,Module de cours consulté
2024-11-12 16:16:02,406,Fichier: Fichier setup-x86_64.exe pour installer Cygwin (Windows),Fichier,Module de cours consulté
2024-11-12 16:16:05,406,Fichier: Fichier pour tester votre installation : expl0.c,Fichier,Module de cours consulté
2024-11-12 16:16:47,406,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-12 16:16:53,406,Forum: Question Réponses,Forum,Module de cours consulté
2024-11-12 16:17:00,406,Fichier: ModeEmploiAlgo,Fichier,Module de cours consulté
2024-11-12 16:17:13,406,Fichier: Conseils,Fichier,Module de cours consulté
2024-11-12 16:17:20,406,Fichier: Conventions,Fichier,Module de cours consulté
2024-11-12 16:17:31,406,Fichier: Méthodologie ,Fichier,Module de cours consulté
2024-11-12 16:17:40,406,Fichier: Contrat,Fichier,Module de cours consulté
2024-11-12 16:18:02,406,URL: intro,URL,Module de cours consulté
2024-11-12 16:18:09,406,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-11-12 16:18:34,406,Fichier: Fiche de cours sur les notions de base pour écrire un algorithme,Fichier,Module de cours consulté
2024-11-12 16:18:43,406,Fichier: Exemples sur les notions de base,Fichier,Module de cours consulté
2024-11-12 16:18:50,406,Fichier: Feuille de TD 1,Fichier,Module de cours consulté
2024-11-12 16:18:57,406,Fichier: Solution de la feuille de TD 1,Fichier,Module de cours consulté
2024-11-12 16:19:03,406,Fichier: Feuille TD2,Fichier,Module de cours consulté
2024-11-12 16:19:11,406,Fichier: Correction de la feuille de TD 2,Fichier,Module de cours consulté
2024-11-12 16:19:18,406,Fichier: Activités en autonomie sur les notions de base,Fichier,Module de cours consulté
2024-11-12 16:19:26,406,Fichier: Corrigés des activités sur les notions de base,Fichier,Module de cours consulté
2024-11-12 16:19:37,406,Fichier: Fiche de cours sur les conditionnelles,Fichier,Module de cours consulté
2024-11-12 16:19:44,406,Fichier: Exemples sur les conditionnelles,Fichier,Module de cours consulté
2024-11-12 16:19:52,406,Fichier: Feuille de TD 1,Fichier,Module de cours consulté
2024-11-12 16:19:57,406,Fichier: Solution de la feuille de TD1,Fichier,Module de cours consulté
2024-11-12 16:20:05,406,Fichier: Feuille de TD 2,Fichier,Module de cours consulté
2024-11-12 16:20:12,406,Fichier: Solution de la feuille de TD 2,Fichier,Module de cours consulté
2024-11-12 16:20:20,406,Fichier: Activités en autonomie sur les conditionnelles,Fichier,Module de cours consulté
2024-11-12 16:20:26,406,Fichier: Corrigés des activités sur les conditionnelles,Fichier,Module de cours consulté
2024-11-12 16:20:34,406,Fichier: Fiche de cours sur les itérations,Fichier,Module de cours consulté
2024-11-12 16:20:40,406,Fichier: Exemples sur les itérations,Fichier,Module de cours consulté
2024-11-12 16:20:49,406,Fichier: Feuille de TD1,Fichier,Module de cours consulté
2024-11-12 16:20:54,406,Fichier: Solution de la feuille de TD1,Fichier,Module de cours consulté
2024-11-12 16:21:03,406,Fichier: Feuille de TD 2,Fichier,Module de cours consulté
2024-11-12 16:21:09,406,Fichier: Solution de la feuille de TD 2,Fichier,Module de cours consulté
2024-11-12 16:21:15,406,Fichier: Activités en autonomie sur les itérations,Fichier,Module de cours consulté
2024-11-12 16:21:22,406,Fichier: Corrigés des activités sur les itérations,Fichier,Module de cours consulté
2024-11-12 16:21:31,406,Fichier: Fiche de cours sur les sous-algorithmes,Fichier,Module de cours consulté
2024-11-12 16:21:38,406,Fichier: Exemples de sous-algorithmes,Fichier,Module de cours consulté
2024-11-12 16:21:47,406,Fichier: Feuille de TD 1,Fichier,Module de cours consulté
2024-11-12 16:21:54,406,Fichier: Solution de la feuille de TD 1,Fichier,Module de cours consulté
2024-11-12 16:22:01,406,Fichier: Feuille de TD 2,Fichier,Module de cours consulté
2024-11-12 16:22:09,406,Fichier: Solution de la feuille de TD2,Fichier,Module de cours consulté
2024-11-12 16:22:15,406,Fichier: Activités en autonomie sur les sous-algorithmes,Fichier,Module de cours consulté
2024-11-12 16:22:21,406,Fichier: Corrigés des activités sur les sous-algorithmes,Fichier,Module de cours consulté
2024-11-12 16:22:28,406,Test: Quiz – Leçon 4,Test,Module de cours consulté
2024-11-12 16:22:34,406,Fichier: Exemples sur les tableaux à une dimension,Fichier,Module de cours consulté
2024-11-12 16:22:42,406,Fichier: Fiche sur les tableaux ,Fichier,Module de cours consulté
2024-11-12 16:22:48,406,Fichier: Feuille de TD 1,Fichier,Module de cours consulté
2024-11-12 16:22:54,406,Fichier: Solution de la feuille de TD 1,Fichier,Module de cours consulté
2024-11-12 16:23:02,406,Fichier: Feuille de TD 2,Fichier,Module de cours consulté
2024-11-12 16:23:08,406,Fichier: Solution de la feuille de TD2,Fichier,Module de cours consulté
2024-11-12 16:23:14,406,Fichier: Activités en autonomie sur les tableaux à une dimension,Fichier,Module de cours consulté
2024-11-12 16:23:20,406,Fichier: Corrigé des activités en autonomie sur les tableaux à une dimension,Fichier,Module de cours consulté
2024-11-12 16:23:28,406,Fichier: Fiche sur les tableaux à plusieurs dimensions,Fichier,Module de cours consulté
2024-11-12 16:23:34,406,Fichier: Exemples sur les tableaux à plusieurs dimensions,Fichier,Module de cours consulté
2024-11-12 16:23:43,406,Fichier: Feuille de TD 1,Fichier,Module de cours consulté
2024-11-12 16:23:48,406,Fichier: Solution de la feuille de TD 1,Fichier,Module de cours consulté
2024-11-12 16:23:54,406,Fichier: Activités en autonomie sur les tableaux à plusieurs dimensions,Fichier,Module de cours consulté
2024-11-12 16:24:00,406,Fichier: Corrigé des activités à plusieurs dimensions sur les tableaux à plusieurs dimensions,Fichier,Module de cours consulté
2024-11-12 16:24:05,406,Fichier: Synthèse de la partie Algorithmique de l'UE PASS,Fichier,Module de cours consulté
2024-11-12 16:24:25,406,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 16:24:34,406,Forum: Forum d'échange sur la programmation,Forum,Module de cours consulté
2024-11-12 16:24:57,406,Fichier: Structure d'un programme,Fichier,Module de cours consulté
2024-11-12 16:25:08,406,Fichier: Fichier expl1-1.c (avec des erreurs dans le code),Fichier,Module de cours consulté
2024-11-12 16:25:19,406,Fichier: Fichier expl1-1-ok.c (version corrigée),Fichier,Module de cours consulté
2024-11-12 16:25:27,406,Fichier: Informations et opérations,Fichier,Module de cours consulté
2024-11-12 16:25:34,406,Fichier: Instructions d'entrée/sortie,Fichier,Module de cours consulté
2024-11-12 16:25:40,406,Fichier: Fiche d'exercices,Fichier,Module de cours consulté
2024-11-12 16:25:46,406,Fichier: Corrigé des exercices,Fichier,Module de cours consulté
2024-11-12 16:25:56,406,Fichier: Instructions conditionnelles,Fichier,Module de cours consulté
2024-11-12 16:26:04,406,Fichier: Fichier C : calcul racine carrée (sans contrôle),Fichier,Module de cours consulté
2024-11-12 16:26:15,406,Fichier: Fichier C : calcul racine carrée (avec contrôle),Fichier,Module de cours consulté
2024-11-12 16:26:20,406,Fichier: Fichier C (exercice 1) : maximum de deux nombres,Fichier,Module de cours consulté
2024-11-12 16:26:24,406,Fichier: Fichier C (exercice 2) : signe du produit de deux nombres,Fichier,Module de cours consulté
2024-11-12 16:26:28,406,Fichier: Fichier C (exercice 3) : durée limite d'écran (version avec if),Fichier,Module de cours consulté
2024-11-12 16:26:32,406,Fichier: Fichier C (exercice 3) : durée limite d'écran (version avec switch),Fichier,Module de cours consulté
2024-11-12 16:26:37,406,Fichier: Fiche d'exercices,Fichier,Module de cours consulté
2024-11-12 16:26:41,406,Fichier: Corrigé des exercices,Fichier,Module de cours consulté
2024-11-12 16:26:45,406,Fichier: Fiche d'exercices bonus,Fichier,Module de cours consulté
2024-11-12 16:26:51,406,Fichier: Instructions itératives,Fichier,Module de cours consulté
2024-11-12 16:26:55,406,Fichier: Fichier C : maximum de N entiers,Fichier,Module de cours consulté
2024-11-12 16:26:59,406,Fichier: Fichier C : n premier entiers par ordre décroissant,Fichier,Module de cours consulté
2024-11-12 16:27:03,406,Fichier: Fichier C (exercice 1) : affichage des 50 premiers entiers (version avec for),Fichier,Module de cours consulté
2024-11-12 16:27:07,406,Fichier: Fichier C (exercice 1) : affichage des 50 premiers entiers (version avec while),Fichier,Module de cours consulté
2024-11-12 16:27:10,406,Fichier: Fichier C (exercice 2) : n premiers multiples de k,Fichier,Module de cours consulté
2024-11-12 16:27:14,406,Fichier: Fichier C (exercice 2) : n premiers multiples de k,Fichier,Module de cours consulté
2024-11-12 16:27:26,406,Fichier: Fichier C (exercice 3) : comptage de nombres positifs,Fichier,Module de cours consulté
2024-11-12 16:27:30,406,Fichier: Fichier C (exercice 4) : affichage d'étoiles,Fichier,Module de cours consulté
2024-11-12 16:27:34,406,Fichier: Fiche d'exercices,Fichier,Module de cours consulté
2024-11-12 16:27:39,406,Fichier: Corrigé des exercices,Fichier,Module de cours consulté
2024-11-12 16:27:43,406,Fichier: Fiche d'exercices bonus,Fichier,Module de cours consulté
2024-11-12 16:27:51,406,Fichier: Tableaux,Fichier,Module de cours consulté
2024-11-12 16:28:03,406,Fichier: Chaînes de caractères,Fichier,Module de cours consulté
2024-11-12 16:28:08,406,Fichier: Fichier C (exercice) : utilisation de fonctions sur les chaînes,Fichier,Module de cours consulté
2024-11-12 16:28:11,406,Fichier: Utilisations des tableaux,Fichier,Module de cours consulté
2024-11-12 16:28:15,406,Fichier: Fichier C : remplissage et comptage de valeurs positives,Fichier,Module de cours consulté
2024-11-12 16:28:21,406,Fichier: Fichier C : recherche d'une valeur,Fichier,Module de cours consulté
2024-11-12 16:28:25,406,Fichier: Fichier C : tri à bulles,Fichier,Module de cours consulté
2024-11-12 16:28:29,406,Fichier: Fichier C (exercice) : divers traitements sur un tableau d'entiers,Fichier,Module de cours consulté
2024-11-12 16:28:33,406,Fichier: Fiche d'exercices,Fichier,Module de cours consulté
2024-11-12 16:28:36,406,Fichier: Corrigé des exercices,Fichier,Module de cours consulté
2024-11-12 16:28:40,406,Fichier: Tableaux à plusieurs dimensions,Fichier,Module de cours consulté
2024-11-12 16:28:44,406,Fichier: Fiche d'exercices,Fichier,Module de cours consulté
2024-11-12 16:28:48,406,Fichier: Corrigé des exercices,Fichier,Module de cours consulté
2024-11-12 16:28:54,406,Fichier: Fonctions,Fichier,Module de cours consulté
2024-11-12 16:28:59,406,Fichier: Fiche d'exercices,Fichier,Module de cours consulté
2024-11-12 16:29:02,406,Fichier: Corrigé des exercices,Fichier,Module de cours consulté
2024-11-12 16:29:07,406,Fichier: Notions supplémentaires,Fichier,Module de cours consulté
2024-11-12 16:29:11,406,Fichier: Fichier C : corrigé de l'exercice,Fichier,Module de cours consulté
2024-11-12 16:29:24,406,Fichier: Logiciels à installer sur votre ordinateur,Fichier,Module de cours consulté
2024-11-12 16:29:36,344,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 16:29:59,344,Test: Quiz Leçon 1,Test,Module de cours consulté
2024-11-12 16:30:07,344,Fichier: Fiche d'exercices,Fichier,Module de cours consulté
2024-11-12 16:32:38,344,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 16:32:41,344,Fichier: Structure d'un programme,Fichier,Module de cours consulté
2024-11-12 16:32:43,406,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 16:32:47,406,Fichier: Logiciels à installer sur votre ordinateur,Fichier,Module de cours consulté
2024-11-12 16:32:48,344,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 16:32:50,344,Fichier: Fiche d'exercices,Fichier,Module de cours consulté
2024-11-12 16:32:53,344,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 16:32:56,344,Fichier: Fichier expl1-1.c (avec des erreurs dans le code),Fichier,Module de cours consulté
2024-11-12 16:33:32,344,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 16:41:01,344,Fichier: Fichier setup-x86_64.exe pour installer Cygwin (Windows),Fichier,Module de cours consulté
2024-11-12 16:41:03,344,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 16:41:07,344,Fichier: Fichier expl1-1.c (avec des erreurs dans le code),Fichier,Module de cours consulté
2024-11-12 16:45:11,344,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 16:45:23,344,Fichier: Structure d'un programme,Fichier,Module de cours consulté
2024-11-12 16:58:00,344,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 16:58:13,344,Fichier: Instructions conditionnelles,Fichier,Module de cours consulté
2024-11-12 17:07:19,344,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-12 17:07:25,344,Test: Quiz Leçon 1,Test,Module de cours consulté
2024-11-12 17:07:28,344,Test: Quiz Leçon 1,Test,Tentative de test commencée
2024-11-12 17:07:29,344,Test: Quiz Leçon 1,Test,Tentative de test consultée
